ModuleId,UniversityName,ModuleName,LinkToCourseOutline,Description,Faculty,AY,Semester,Credits,Difficulty,Popularity
MA3269,National University of Singapore (NUS),Mathematical Finance I,https://luminus.nus.edu.sg,Sample Description,Science,22/23,1,1,4,4
MA4203,National University of Singapore (NUS),Galois Theory,https://luminus.nus.edu.sg,Sample Description,Science,22/23,1,1,4,4
MA4230,National University of Singapore (NUS),Matrix Computation,https://luminus.nus.edu.sg,Sample Description,Science,22/23,1,1,4,4
MA4235,National University of Singapore (NUS),Topics in Graph Theory,https://luminus.nus.edu.sg,Sample Description,Science,22/23,1,1,4,4
MA4254,National University of Singapore (NUS),Discrete Optimization,https://luminus.nus.edu.sg,Sample Description,Science,22/23,1,1,4,4
MA4262,National University of Singapore (NUS),Measure and Integration,https://luminus.nus.edu.sg,Sample Description,Science,22/23,1,1,4,4
MA4270,National University of Singapore (NUS),Data Modelling and Computation,https://luminus.nus.edu.sg,Sample Description,Science,22/23,1,1,4,4
MA5203,National University of Singapore (NUS),Graduate Algebra I,https://luminus.nus.edu.sg,Sample Description,Science,22/23,1,1,4,4
MA5205,National University of Singapore (NUS),Graduate Analysis I,https://luminus.nus.edu.sg,Sample Description,Science,22/23,1,1,4,4
MA5233,National University of Singapore (NUS),Computational Mathematics,https://luminus.nus.edu.sg,Sample Description,Science,22/23,1,1,4,4
MA5243,National University of Singapore (NUS),Advanced Mathematical Programming,https://luminus.nus.edu.sg,Sample Description,Science,22/23,1,1,4,4
MA5249,National University of Singapore (NUS),Stochastic Processes and Algorithms,https://luminus.nus.edu.sg,Sample Description,Science,22/23,1,1,4,4
MA5252,National University of Singapore (NUS),Methods of Applied Mathematics,https://luminus.nus.edu.sg,Sample Description,Science,22/23,1,1,4,4
PC1421,National University of Singapore (NUS),Physics for Life Sciences,https://luminus.nus.edu.sg,Sample Description,Science,22/23,1,1,4,4
PC2267,National University of Singapore (NUS),Biophysics I,https://luminus.nus.edu.sg,Sample Description,Science,22/23,1,1,4,4
PC3130,National University of Singapore (NUS),Quantum Mechanics II,https://luminus.nus.edu.sg,Sample Description,Science,22/23,1,1,4,4
PC3231,National University of Singapore (NUS),Electricity & Magnetism II,https://luminus.nus.edu.sg,Sample Description,Science,22/23,1,1,4,4
PC3232,National University of Singapore (NUS),Nuclear & Particle Physics,https://luminus.nus.edu.sg,Sample Description,Science,22/23,1,1,4,4
PC3235,National University of Singapore (NUS),Solid State Physics I,https://luminus.nus.edu.sg,Sample Description,Science,22/23,1,1,4,4
PC3238,National University of Singapore (NUS),Fluid Dynamics,https://luminus.nus.edu.sg,Sample Description,Science,22/23,1,1,4,4
PC3247,National University of Singapore (NUS),Modern Optics,https://luminus.nus.edu.sg,Sample Description,Science,22/23,1,1,4,4
PC4230,National University of Singapore (NUS),Quantum Mechanics III,https://luminus.nus.edu.sg,Sample Description,Science,22/23,1,1,4,4
PC4240,National University of Singapore (NUS),Solid State Physics II,https://luminus.nus.edu.sg,Sample Description,Science,22/23,1,1,4,4
PC4241,National University of Singapore (NUS),Statistical Mechanics,https://luminus.nus.edu.sg,Sample Description,Science,22/23,1,1,4,4
PC4248,National University of Singapore (NUS),General Relativity,https://luminus.nus.edu.sg,Sample Description,Science,22/23,1,1,4,4
PC4249,National University of Singapore (NUS),Astrophysics II,https://luminus.nus.edu.sg,Sample Description,Science,22/23,1,1,4,4
PC4259,National University of Singapore (NUS),Surface Physics,https://luminus.nus.edu.sg,Sample Description,Science,22/23,1,1,4,4
PC4267,National University of Singapore (NUS),Biophysics III,https://luminus.nus.edu.sg,Sample Description,Science,22/23,1,1,4,4
PC5204B,National University of Singapore (NUS),Selected Topics in Physics: Analytic Approximations,https://luminus.nus.edu.sg,Sample Description,Science,22/23,1,1,4,4
PC5205,National University of Singapore (NUS),TOPICS IN SURFACE PHYSICS,https://luminus.nus.edu.sg,Sample Description,Science,22/23,1,1,4,4
PC5209,National University of Singapore (NUS),Accelerator Based Materials Characterisation,https://luminus.nus.edu.sg,Sample Description,Science,22/23,1,1,4,4
PC5228,National University of Singapore (NUS),Quantum Information and Computation,https://luminus.nus.edu.sg,Sample Description,Science,22/23,1,1,4,4
PR5211,National University of Singapore (NUS),Pharmaceutical and Biomedical Analysis,https://luminus.nus.edu.sg,Sample Description,Science,22/23,1,1,4,4
PR5217,National University of Singapore (NUS),Formulation Science,https://luminus.nus.edu.sg,Sample Description,Science,22/23,1,1,4,4
QF4102,National University of Singapore (NUS),Financial Modelling and Computation,https://luminus.nus.edu.sg,Sample Description,Science,22/23,1,1,4,4
QF5210,National University of Singapore (NUS),Financial Time Series: Theory and Computation,https://luminus.nus.edu.sg,Sample Description,Science,22/23,1,1,4,4
ST1131,National University of Singapore (NUS),Introduction to Statistics and Statistical Computing,https://luminus.nus.edu.sg,Sample Description,Science,22/23,1,1,4,4
ST2132,National University of Singapore (NUS),Mathematical Statistics,https://luminus.nus.edu.sg,Sample Description,Science,22/23,1,1,4,4
ST2137,National University of Singapore (NUS),Statistical Computing and Programming,https://luminus.nus.edu.sg,Sample Description,Science,22/23,1,1,4,4
ST2334,National University of Singapore (NUS),Probability and Statistics,https://luminus.nus.edu.sg,Sample Description,Science,22/23,1,1,4,4
ST3131,National University of Singapore (NUS),Regression Analysis,https://luminus.nus.edu.sg,Sample Description,Science,22/23,1,1,4,4
ST3239,National University of Singapore (NUS),Survey Methodology,https://luminus.nus.edu.sg,Sample Description,Science,22/23,1,1,4,4
ST3248,National University of Singapore (NUS),Statistical Learning I,https://luminus.nus.edu.sg,Sample Description,Science,22/23,1,1,4,4
ST4231,National University of Singapore (NUS),Computer Intensive Statistical Methods,https://luminus.nus.edu.sg,Sample Description,Science,22/23,1,1,4,4
ST4233,National University of Singapore (NUS),Linear Models,https://luminus.nus.edu.sg,Sample Description,Science,22/23,1,1,4,4
ST4241,National University of Singapore (NUS),Design & Analysis of Clinical Trials,https://luminus.nus.edu.sg,Sample Description,Science,22/23,1,1,4,4
ST4245,National University of Singapore (NUS),Statistical Methods for Finance,https://luminus.nus.edu.sg,Sample Description,Science,22/23,1,1,4,4
ST4250,National University of Singapore (NUS),Multivariate Statistical Analysis,https://luminus.nus.edu.sg,Sample Description,Science,22/23,1,1,4,4
ST4253,National University of Singapore (NUS),Applied Time Series Analysis,https://luminus.nus.edu.sg,Sample Description,Science,22/23,1,1,4,4
ST5214,National University of Singapore (NUS),Advanced Probability Theory,https://luminus.nus.edu.sg,Sample Description,Science,22/23,1,1,4,4
ST5222,National University of Singapore (NUS),Advanced Topics in Applied Statistics,https://luminus.nus.edu.sg,Sample Description,Science,22/23,1,1,4,4
COR1305,Singapore Managment University,Sprdsheet Modeling & Analytics,https://inet.smu.edu.sg/sites/courses/Pages/Course-Offerings.aspx,Sample Description,Computing,,,1,5,4
COR-IS1702,Singapore Managment University,Computational Thinking,https://inet.smu.edu.sg/sites/courses/Pages/Course-Offerings.aspx,Sample Description,Computing,,,1,5,4
CS101,Singapore Managment University,Programming Fundamentals I,https://inet.smu.edu.sg/sites/courses/Pages/Course-Offerings.aspx,Sample Description,Computing,,,1,1,4
CS103,Singapore Managment University,Linear Algebra 4 Cmpting App,https://inet.smu.edu.sg/sites/courses/Pages/Course-Offerings.aspx,Sample Description,Computing,,,1,4,4
CS104,Singapore Managment University,Math Foundations of Computing,https://inet.smu.edu.sg/sites/courses/Pages/Course-Offerings.aspx,Sample Description,Computing,,,1,3,4
CS201,Singapore Managment University,Data Structures and Algorithms,https://inet.smu.edu.sg/sites/courses/Pages/Course-Offerings.aspx,Sample Description,Computing,,,1,3,4
CS203,Singapore Managment University,Collaborative Software Devmt,https://inet.smu.edu.sg/sites/courses/Pages/Course-Offerings.aspx,Sample Description,Computing,,,1,3,4
CS204,Singapore Managment University,Interconnection of CPS,https://inet.smu.edu.sg/sites/courses/Pages/Course-Offerings.aspx,Sample Description,Computing,,,1,3,4
CS301,Singapore Managment University,IT Solution Architecture,https://inet.smu.edu.sg/sites/courses/Pages/Course-Offerings.aspx,Sample Description,Computing,,,1,3,4
CS302,Singapore Managment University,IT Solution Lifecycle Mgmt,https://inet.smu.edu.sg/sites/courses/Pages/Course-Offerings.aspx,Sample Description,Computing,,,1,3,4
CS420,Singapore Managment University,Introduction to AI,https://inet.smu.edu.sg/sites/courses/Pages/Course-Offerings.aspx,Sample Description,Computing,,,1,3,4
CS421,Singapore Managment University,Principles of Machine Learning,https://inet.smu.edu.sg/sites/courses/Pages/Course-Offerings.aspx,Sample Description,Computing,,,1,3,4
CS422,Singapore Managment University,"Reason'g, Plann'g, Learn'g",https://inet.smu.edu.sg/sites/courses/Pages/Course-Offerings.aspx,Sample Description,Computing,,,1,3,4
CS425,Singapore Managment University,Natural Language Communication,https://inet.smu.edu.sg/sites/courses/Pages/Course-Offerings.aspx,Sample Description,Computing,,,1,3,4
CS440,Singapore Managment University,Foundations of Cybersecurity,https://inet.smu.edu.sg/sites/courses/Pages/Course-Offerings.aspx,Sample Description,Computing,,,1,3,4
CS443,Singapore Managment University,Software and Systems Security,https://inet.smu.edu.sg/sites/courses/Pages/Course-Offerings.aspx,Sample Description,Computing,,,1,3,4
CS444,Singapore Managment University,Strategic Cybersecurity Mgmt,https://inet.smu.edu.sg/sites/courses/Pages/Course-Offerings.aspx,Sample Description,Computing,,,1,3,4
CS460,Singapore Managment University,Foundations of Cyber-Phy Sys,https://inet.smu.edu.sg/sites/courses/Pages/Course-Offerings.aspx,Sample Description,Computing,,,1,3,4
CS462,Singapore Managment University,IoT: Tech & Appln,https://inet.smu.edu.sg/sites/courses/Pages/Course-Offerings.aspx,Sample Description,Computing,,,1,3,4
CS480,Singapore Managment University,CS Project Experience,https://inet.smu.edu.sg/sites/courses/Pages/Course-Offerings.aspx,Sample Description,Computing,,,1,3,4
IS105,Singapore Managment University,Business Data Management,https://inet.smu.edu.sg/sites/courses/Pages/Course-Offerings.aspx,Sample Description,Computing,,,1,3,4
IS110,Singapore Managment University,Info Systems & Innovation,https://inet.smu.edu.sg/sites/courses/Pages/Course-Offerings.aspx,Sample Description,Computing,,,1,3,4
IS111,Singapore Managment University,Intro to Programming,https://inet.smu.edu.sg/sites/courses/Pages/Course-Offerings.aspx,Sample Description,Computing,,,1,3,4
IS113,Singapore Managment University,Web Application Development I,https://inet.smu.edu.sg/sites/courses/Pages/Course-Offerings.aspx,Sample Description,Computing,,,1,3,4
IS210,Singapore Managment University,Biz Proc. Analysis & Soltning,https://inet.smu.edu.sg/sites/courses/Pages/Course-Offerings.aspx,Sample Description,Computing,,,1,3,4
IS211,Singapore Managment University,Interaction Design Prototyping,https://inet.smu.edu.sg/sites/courses/Pages/Course-Offerings.aspx,Sample Description,Computing,,,1,3,4
IS212,Singapore Managment University,Software Project Management,https://inet.smu.edu.sg/sites/courses/Pages/Course-Offerings.aspx,Sample Description,Computing,,,1,3,4
IS215,Singapore Managment University,Digital Business,https://inet.smu.edu.sg/sites/courses/Pages/Course-Offerings.aspx,Sample Description,Computing,,,1,3,4
IS216,Singapore Managment University,Web Application Development II,https://inet.smu.edu.sg/sites/courses/Pages/Course-Offerings.aspx,Sample Description,Computing,,,1,3,4
IS217,Singapore Managment University,Analytics Foundation,https://inet.smu.edu.sg/sites/courses/Pages/Course-Offerings.aspx,Sample Description,Computing,,,1,3,4
IS404,Singapore Managment University,Tech Ent Study Mission (Asia),https://inet.smu.edu.sg/sites/courses/Pages/Course-Offerings.aspx,Sample Description,Computing,,,1,3,4
IS412,Singapore Managment University,Enterprise Business Solutions,https://inet.smu.edu.sg/sites/courses/Pages/Course-Offerings.aspx,Sample Description,Computing,,,1,3,4
IS419,Singapore Managment University,Retail Banking & Mobile Tech,https://inet.smu.edu.sg/sites/courses/Pages/Course-Offerings.aspx,Sample Description,Computing,,,1,3,4
IS423,Singapore Managment University,Financial Mkts Proc & Tech,https://inet.smu.edu.sg/sites/courses/Pages/Course-Offerings.aspx,Sample Description,Computing,,,1,3,4
IS424,Singapore Managment University,Data Mining and Bus. Anal.,https://inet.smu.edu.sg/sites/courses/Pages/Course-Offerings.aspx,Sample Description,Computing,,,1,3,4
IS425,Singapore Managment University,Digital Transformatn Strategy,https://inet.smu.edu.sg/sites/courses/Pages/Course-Offerings.aspx,Sample Description,Computing,,,1,3,4
IS428,Singapore Managment University,Visual Analytics for Bus. Int.,https://inet.smu.edu.sg/sites/courses/Pages/Course-Offerings.aspx,Sample Description,Computing,,,1,3,4
IS430,Singapore Managment University,Digital Payments & Innovation,https://inet.smu.edu.sg/sites/courses/Pages/Course-Offerings.aspx,Sample Description,Computing,,,1,3,4
IS434,Singapore Managment University,Social Analytics and Applns,https://inet.smu.edu.sg/sites/courses/Pages/Course-Offerings.aspx,Sample Description,Computing,,,1,3,4
IS442,Singapore Managment University,Object Oriented Programming,https://inet.smu.edu.sg/sites/courses/Pages/Course-Offerings.aspx,Sample Description,Computing,,,1,3,4
IS444,Singapore Managment University,Digital Bankg Enterprise Archi,https://inet.smu.edu.sg/sites/courses/Pages/Course-Offerings.aspx,Sample Description,Computing,,,1,3,4
IS446,Singapore Managment University,Mging Cust Rlns w ANLY (Asian),https://inet.smu.edu.sg/sites/courses/Pages/Course-Offerings.aspx,Sample Description,Computing,,,1,3,4
IS452,Singapore Managment University,Blockchain Appl in Fin Svcs,https://inet.smu.edu.sg/sites/courses/Pages/Course-Offerings.aspx,Sample Description,Computing,,,1,3,4
IS453,Singapore Managment University,Financial Analytics,https://inet.smu.edu.sg/sites/courses/Pages/Course-Offerings.aspx,Sample Description,Computing,,,1,3,4
IS455,Singapore Managment University,OPE (IS Techno. in Asia),https://inet.smu.edu.sg/sites/courses/Pages/Course-Offerings.aspx,Sample Description,Computing,,,1,3,4
IS457,Singapore Managment University,Fairness in Socio-tech Sys,https://inet.smu.edu.sg/sites/courses/Pages/Course-Offerings.aspx,Sample Description,Computing,,,1,3,4
IS458,Singapore Managment University,Cloud Mgmt & Engineering,https://inet.smu.edu.sg/sites/courses/Pages/Course-Offerings.aspx,Sample Description,Computing,,,1,3,4
IS459,Singapore Managment University,Big Data Architecture,https://inet.smu.edu.sg/sites/courses/Pages/Course-Offerings.aspx,Sample Description,Computing,,,1,3,4
IS460,Singapore Managment University,Machine Learning & Applns,https://inet.smu.edu.sg/sites/courses/Pages/Course-Offerings.aspx,Sample Description,Computing,,,1,3,4
IS461,Singapore Managment University,AI Governance,https://inet.smu.edu.sg/sites/courses/Pages/Course-Offerings.aspx,Sample Description,Computing,,,1,3,4
IS483,Singapore Managment University,IS/SMT Proj Exp (Applns),https://inet.smu.edu.sg/sites/courses/Pages/Course-Offerings.aspx,Sample Description,Computing,,,1,3,4
IS484,Singapore Managment University,IS Project Experience-FinTech,https://inet.smu.edu.sg/sites/courses/Pages/Course-Offerings.aspx,Sample Description,Computing,,,1,3,4
IS490,Singapore Managment University,Google Analytics WSE,https://inet.smu.edu.sg/sites/courses/Pages/Course-Offerings.aspx,Sample Description,Computing,,,1,3,4
SE101,Singapore Managment University,Operating Systems & Networking,https://inet.smu.edu.sg/sites/courses/Pages/Course-Offerings.aspx,Sample Description,Computing,,,1,3,4
SMT113,Singapore Managment University,Sensors and IoT Programming,https://inet.smu.edu.sg/sites/courses/Pages/Course-Offerings.aspx,Sample Description,Computing,,,1,3,4
SMT201,Singapore Managment University,GIS for Urban Planning,https://inet.smu.edu.sg/sites/courses/Pages/Course-Offerings.aspx,Sample Description,Computing,,,1,3,4
SMT202,Singapore Managment University,Anly Applns for Smart Living,https://inet.smu.edu.sg/sites/courses/Pages/Course-Offerings.aspx,Sample Description,Computing,,,1,3,4
SMT203,Singapore Managment University,Computational Social Sci,https://inet.smu.edu.sg/sites/courses/Pages/Course-Offerings.aspx,Sample Description,Computing,,,1,3,4
SMT481,Singapore Managment University,Smart City Operations Research,https://inet.smu.edu.sg/sites/courses/Pages/Course-Offerings.aspx,Sample Description,Computing,,,1,3,4
